Subject,Run,Study,MaskVoxels,StandardVoxels,CoveragePercent
sub-10636,1,RF1,105364,108014,97.5400
sub-10638,1,RF1,103747,108014,96.0400
sub-10638,1,RF1,103776,108014,96.0700
sub-10640,1,RF1,103459,108014,95.7800
sub-10640,1,RF1,103628,108014,95.9300
sub-10641,1,RF1,102828,108014,95.1900
sub-10641,1,RF1,102719,108014,95.0900
sub-10642,1,RF1,103093,108014,95.4400
sub-10642,1,RF1,103082,108014,95.4300
sub-10644,1,RF1,102911,108014,95.2700
sub-10644,1,RF1,103047,108014,95.4000
sub-10647,1,RF1,103586,108014,95.9000
sub-10647,1,RF1,103662,108014,95.9700
sub-10649,1,RF1,103416,108014,95.7400
sub-10649,1,RF1,103230,108014,95.5700
sub-10652,1,RF1,103109,108014,95.4500
sub-10652,1,RF1,103429,108014,95.7500
sub-10656,1,RF1,101155,108014,93.6400
sub-10656,1,RF1,101125,108014,93.6200
sub-10657,1,RF1,105178,108014,97.3700
sub-10657,1,RF1,105262,108014,97.4500
sub-10661,1,RF1,107275,108014,99.3100
sub-10661,1,RF1,107252,108014,99.2900
sub-10663,1,RF1,100384,108014,92.9300
sub-10663,1,RF1,100834,108014,93.3500
sub-10668,1,RF1,105990,108014,98.1200
sub-10668,1,RF1,105727,108014,97.8800
sub-10673,1,RF1,104592,108014,96.8300
sub-10673,1,RF1,103930,108014,96.2100
sub-10674,1,RF1,102390,108014,94.7900
sub-10674,1,RF1,102331,108014,94.7300
sub-10677,1,RF1,105621,108014,97.7800
sub-10677,1,RF1,105309,108014,97.4900
sub-10685,1,RF1,104571,108014,96.8100
sub-10685,1,RF1,104337,108014,96.5900
sub-10690,1,RF1,106325,108014,98.4300
sub-10690,1,RF1,106532,108014,98.6200
sub-10691,1,RF1,105483,108014,97.6500
sub-10691,1,RF1,105310,108014,97.4900
sub-10700,1,RF1,104772,108014,96.9900
sub-10700,1,RF1,104716,108014,96.9400
sub-10701,1,RF1,103828,108014,96.1200
sub-10701,1,RF1,103923,108014,96.2100
sub-10713,1,RF1,103285,108014,95.6200
sub-10713,1,RF1,103486,108014,95.8000
sub-10716,1,RF1,106146,108014,98.2700
sub-10716,1,RF1,105835,108014,97.9800
sub-10718,1,RF1,104396,108014,96.6500
sub-10718,1,RF1,104415,108014,96.6600
sub-10720,1,RF1,102317,108014,94.7200
sub-10720,1,RF1,102427,108014,94.8200
sub-10723,1,RF1,105105,108014,97.3000
sub-10723,1,RF1,105441,108014,97.6100
sub-10741,1,RF1,101122,108014,93.6100
sub-10741,1,RF1,101326,108014,93.8000
sub-10748,1,RF1,103854,108014,96.1400
sub-10748,1,RF1,103834,108014,96.1300
sub-10767,1,RF1,104234,108014,96.5000
sub-10767,1,RF1,104277,108014,96.5400
sub-10770,1,RF1,102248,108014,94.6600
sub-10770,1,RF1,102215,108014,94.6300
sub-10777,1,RF1,103541,108014,95.8500
sub-10777,1,RF1,103688,108014,95.9900
sub-10781,1,RF1,103715,108014,96.0100
sub-10781,1,RF1,103783,108014,96.0800
sub-10783,1,RF1,101192,108014,93.6800
sub-10783,1,RF1,101191,108014,93.6800
sub-10785,1,RF1,103695,108014,96.0000
sub-10785,1,RF1,103798,108014,96.0900
sub-10794,1,RF1,102101,108014,94.5200
sub-10794,1,RF1,101881,108014,94.3200
sub-10800,1,RF1,104518,108014,96.7600
sub-10800,1,RF1,104435,108014,96.6800
sub-10801,1,RF1,102874,108014,95.2400
sub-10801,1,RF1,102996,108014,95.3500
sub-10802,1,RF1,105880,108014,98.0200
sub-10802,1,RF1,105858,108014,98.0000
sub-10803,1,RF1,102148,108014,94.5600
sub-10803,1,RF1,102081,108014,94.5000
sub-10804,1,RF1,103849,108014,96.1400
sub-10804,1,RF1,104019,108014,96.3000
sub-10806,1,RF1,106109,108014,98.2300
sub-10806,1,RF1,106082,108014,98.2100
sub-10807,1,RF1,101356,108014,93.8300
sub-10807,1,RF1,100464,108014,93.0100
sub-10809,1,RF1,104461,108014,96.7100
sub-10809,1,RF1,103575,108014,95.8900
sub-10810,1,RF1,106132,108014,98.2500
sub-10810,1,RF1,106858,108014,98.9200
sub-10812,1,RF1,104254,108014,96.5100
sub-10817,1,RF1,101205,108014,93.6900
sub-10817,1,RF1,100801,108014,93.3200
sub-10827,1,RF1,101078,108014,93.5700
sub-10827,1,RF1,101640,108014,94.0900
sub-10831,1,RF1,103863,108014,96.1500
sub-10831,1,RF1,104007,108014,96.2900
sub-10834,1,RF1,107538,108014,99.5500
sub-10834,1,RF1,107442,108014,99.4700
sub-10836,1,RF1,103857,108014,96.1500
sub-10838,1,RF1,101708,108014,94.1600
sub-10838,1,RF1,101933,108014,94.3700
sub-10843,1,RF1,99856,108014,92.4400
sub-10843,1,RF1,99607,108014,92.2100
sub-10850,1,RF1,104445,108014,96.6900
sub-10850,1,RF1,104604,108014,96.8400
sub-10854,1,RF1,101982,108014,94.4100
sub-10854,1,RF1,101722,108014,94.1700
sub-10857,1,RF1,103694,108014,96.0000
sub-10857,1,RF1,104415,108014,96.6600
sub-10858,1,RF1,101842,108014,94.2800
sub-10858,1,RF1,102173,108014,94.5900
sub-10860,1,RF1,104184,108014,96.4500
sub-10860,1,RF1,104117,108014,96.3900
sub-10862,1,RF1,106210,108014,98.3200
sub-10862,1,RF1,106300,108014,98.4100
sub-10863,1,RF1,103052,108014,95.4000
sub-10863,1,RF1,102393,108014,94.7900
sub-10866,1,RF1,103163,108014,95.5000
sub-10866,1,RF1,103087,108014,95.4300
sub-10875,1,RF1,101192,108014,93.6800
sub-10875,1,RF1,101069,108014,93.5700
sub-10881,1,RF1,102127,108014,94.5400
sub-10881,1,RF1,103004,108014,95.3600
sub-10886,1,RF1,104080,108014,96.3500
sub-10886,1,RF1,103653,108014,95.9600
sub-10887,1,RF1,103757,108014,96.0500
sub-10887,1,RF1,103515,108014,95.8300
sub-10896,1,RF1,104243,108014,96.5000
sub-10896,1,RF1,104310,108014,96.5700
sub-10897,1,RF1,105031,108014,97.2300
sub-10897,1,RF1,105116,108014,97.3100
sub-10898,1,RF1,102813,108014,95.1800
sub-10898,1,RF1,102420,108014,94.8200
sub-10908,1,RF1,101072,108014,93.5700
sub-10908,1,RF1,99191,108014,91.8300
sub-10918,1,RF1,105958,108014,98.0900
sub-10918,1,RF1,105878,108014,98.0200
sub-10919,1,RF1,101562,108014,94.0200
sub-10919,1,RF1,101521,108014,93.9800
sub-10924,1,RF1,103145,108014,95.4900
sub-10924,1,RF1,103006,108014,95.3600
sub-10926,1,RF1,103001,108014,95.3500
sub-10926,1,RF1,103164,108014,95.5000
sub-10928,1,RF1,105755,108014,97.9000
sub-10928,1,RF1,105809,108014,97.9500
sub-10929,1,RF1,105193,108014,97.3800
sub-10929,1,RF1,104565,108014,96.8000
sub-10930,1,RF1,102815,108014,95.1800
sub-10930,1,RF1,101433,108014,93.9000
sub-10938,1,RF1,103406,108014,95.7300
sub-10938,1,RF1,103517,108014,95.8300
sub-10940,1,RF1,104572,108014,96.8100
sub-10940,1,RF1,105067,108014,97.2700
sub-10950,1,RF1,102452,108014,94.8500
sub-10950,1,RF1,102797,108014,95.1700
sub-10951,1,RF1,103829,108014,96.1200
sub-10951,1,RF1,103529,108014,95.8400
sub-10952,1,RF1,101891,108014,94.3300
sub-10952,1,RF1,101913,108014,94.3500
sub-10953,1,RF1,98259,108014,90.9600
sub-10953,1,RF1,98528,108014,91.2100
sub-10954,1,RF1,101974,108014,94.4000
sub-10954,1,RF1,101691,108014,94.1400
sub-10956,1,RF1,103124,108014,95.4700
sub-10956,1,RF1,103937,108014,96.2200
sub-10958,1,RF1,103196,108014,95.5300
sub-10958,1,RF1,103575,108014,95.8900
sub-10961,1,RF1,104632,108014,96.8600
sub-10961,1,RF1,104491,108014,96.7300
sub-10964,1,RF1,103593,108014,95.9000
sub-10964,1,RF1,103731,108014,96.0300
sub-10966,1,RF1,102843,108014,95.2100
sub-10966,1,RF1,102721,108014,95.0900
sub-10969,1,RF1,105114,108014,97.3100
sub-10969,1,RF1,105031,108014,97.2300
sub-10974,1,RF1,102846,108014,95.2100
sub-10974,1,RF1,101383,108014,93.8600
sub-10977,1,RF1,103292,108014,95.6200
sub-10977,1,RF1,103316,108014,95.6500
sub-10979,1,RF1,103752,108014,96.0500
sub-10979,1,RF1,103838,108014,96.1300
sub-10983,1,RF1,101685,108014,94.1400
sub-10983,1,RF1,102575,108014,94.9600
sub-10984,1,RF1,104738,108014,96.9600
sub-10984,1,RF1,103957,108014,96.2400
sub-10998,1,RF1,105156,108014,97.3500
sub-10998,1,RF1,105588,108014,97.7500
sub-11005,1,RF1,99231,108014,91.8600
sub-11005,1,RF1,98304,108014,91.0100
sub-11007,1,RF1,103215,108014,95.5500
sub-11007,1,RF1,104579,108014,96.8100
sub-11012,1,RF1,106955,108014,99.0100
sub-11012,1,RF1,107033,108014,99.0900
sub-11016,1,RF1,103756,108014,96.0500
sub-11016,1,RF1,103770,108014,96.0700
sub-11021,1,RF1,104290,108014,96.5500
sub-11021,1,RF1,104040,108014,96.3200
sub-11030,1,RF1,103030,108014,95.3800
sub-11030,1,RF1,102544,108014,94.9300
sub-11031,1,RF1,104197,108014,96.4600
sub-11031,1,RF1,104244,108014,96.5000
sub-11036,1,RF1,102987,108014,95.3400
sub-11036,1,RF1,103334,108014,95.6600
sub-11039,1,RF1,103304,108014,95.6300
sub-11039,1,RF1,103462,108014,95.7800
sub-11042,1,RF1,105075,108014,97.2700
sub-11042,1,RF1,104878,108014,97.0900
sub-11053,1,RF1,107932,108014,99.9200
sub-11053,1,RF1,107869,108014,99.8600
sub-11058,1,RF1,106227,108014,98.3400
sub-11058,1,RF1,106059,108014,98.1900
sub-11060,1,RF1,104668,108014,96.9000
sub-11060,1,RF1,104781,108014,97.0000
sub-11063,1,RF1,103935,108014,96.2200
sub-11063,1,RF1,104646,108014,96.8800
sub-11064,1,RF1,102131,108014,94.5500
sub-11064,1,RF1,103179,108014,95.5200
sub-11065,1,RF1,104825,108014,97.0400
sub-11065,1,RF1,104693,108014,96.9200
sub-11066,1,RF1,104309,108014,96.5600
sub-11066,1,RF1,104690,108014,96.9200
sub-11068,1,RF1,104255,108014,96.5100
sub-11068,1,RF1,104258,108014,96.5200
sub-11071,1,RF1,104767,108014,96.9900
sub-11071,1,RF1,105147,108014,97.3400
sub-11072,1,RF1,102465,108014,94.8600
sub-11072,1,RF1,102452,108014,94.8500
sub-11074,1,RF1,104532,108014,96.7700
sub-11074,1,RF1,103516,108014,95.8300
sub-11076,1,RF1,97065,108014,89.8600
sub-11076,1,RF1,97350,108014,90.1200
sub-11078,1,RF1,105522,108014,97.6900
sub-11078,1,RF1,104926,108014,97.1400
sub-11084,1,RF1,104357,108014,96.6100
sub-11084,1,RF1,103821,108014,96.1100
sub-11090,1,RF1,105012,108014,97.2200
sub-11090,1,RF1,105034,108014,97.2400
sub-11113,1,RF1,98548,108014,91.2300
sub-11113,1,RF1,98833,108014,91.5000
sub-11116,1,RF1,103725,108014,96.0200
sub-11116,1,RF1,103599,108014,95.9100
sub-11120,1,RF1,102800,108014,95.1700
sub-11120,1,RF1,102619,108014,95.0000
sub-11126,1,RF1,103861,108014,96.1500
sub-11126,1,RF1,103086,108014,95.4300
sub-11134,1,RF1,103083,108014,95.4300
sub-11134,1,RF1,103906,108014,96.1900
sub-11139,1,RF1,104173,108014,96.4400
sub-11139,1,RF1,104298,108014,96.5500
sub-11164,1,RF1,104536,108014,96.7800
sub-11164,1,RF1,104222,108014,96.4800
sub-11167,1,RF1,105856,108014,98.0000
sub-11167,1,RF1,105875,108014,98.0100
sub-11168,1,RF1,104357,108014,96.6100
sub-11168,1,RF1,105095,108014,97.2900
sub-11177,1,RF1,103799,108014,96.0900
sub-11177,1,RF1,104007,108014,96.2900
sub-11192,1,RF1,103834,108014,96.1300
sub-11192,1,RF1,104860,108014,97.0800
sub-11193,1,RF1,102222,108014,94.6300
sub-11193,1,RF1,102885,108014,95.2500
sub-11201,1,RF1,103410,108014,95.7300
sub-11201,1,RF1,102834,108014,95.2000
sub-11209,1,RF1,101827,108014,94.2700
sub-11209,1,RF1,101805,108014,94.2500
sub-11227,1,RF1,104103,108014,96.3700
sub-11227,1,RF1,103944,108014,96.2300
sub-11238,1,RF1,104389,108014,96.6400
sub-11238,1,RF1,104332,108014,96.5900
sub-11241,1,RF1,105695,108014,97.8500
sub-11246,1,RF1,103938,108014,96.2200
sub-11246,1,RF1,103958,108014,96.2400
sub-11276,1,RF1,103998,108014,96.2800
sub-11276,1,RF1,104910,108014,97.1200
sub-11286,1,RF1,102812,108014,95.1800
sub-11286,1,RF1,102654,108014,95.0300
sub-11301,1,RF1,103537,108014,95.8500
sub-11301,1,RF1,103550,108014,95.8600
sub-11311,1,RF1,102314,108014,94.7200
sub-11311,1,RF1,102438,108014,94.8300
sub-11312,1,RF1,101928,108014,94.3600
sub-11312,1,RF1,101779,108014,94.2200
sub-11316,1,RF1,104270,108014,96.5300
sub-11316,1,RF1,101325,108014,93.8000
sub-11318,1,RF1,104177,108014,96.4400
sub-11318,1,RF1,104255,108014,96.5100
sub-11321,1,RF1,103319,108014,95.6500
sub-11321,1,RF1,103825,108014,96.1200
sub-11325,1,RF1,104631,108014,96.8600
sub-11325,1,RF1,104117,108014,96.3900
sub-11326,1,RF1,101667,108014,94.1200
sub-11326,1,RF1,101577,108014,94.0400
sub-11329,1,RF1,103246,108014,95.5800
sub-11329,1,RF1,103259,108014,95.5900
sub-11330,1,RF1,104092,108014,96.3600
sub-11330,1,RF1,104335,108014,96.5900
sub-11337,1,RF1,102358,108014,94.7600
sub-11337,1,RF1,102932,108014,95.2900
sub-11338,1,RF1,106876,108014,98.9400
sub-11338,1,RF1,106583,108014,98.6700
sub-11340,1,RF1,104163,108014,96.4300
sub-11340,1,RF1,104505,108014,96.7500
sub-11343,1,RF1,101825,108014,94.2700
sub-11343,1,RF1,102673,108014,95.0500
sub-11345,1,RF1,104478,108014,96.7200
sub-11345,1,RF1,104571,108014,96.8100
sub-11348,1,RF1,104161,108014,96.4300
sub-11348,1,RF1,103913,108014,96.2000
sub-11358,1,RF1,105885,108014,98.0200
sub-11367,1,RF1,104945,108014,97.1500
sub-11367,1,RF1,105247,108014,97.4300
sub-11374,1,RF1,103466,108014,95.7800
sub-11374,1,RF1,104130,108014,96.4000
sub-11376,1,RF1,103988,108014,96.2700
sub-11376,1,RF1,104952,108014,97.1600
sub-11377,1,RF1,106141,108014,98.2600
sub-11377,1,RF1,105344,108014,97.5200
sub-11387,1,RF1,102907,108014,95.2700
sub-11387,1,RF1,102721,108014,95.0900
sub-11410,1,RF1,97839,108014,90.5700
sub-11410,1,RF1,100422,108014,92.9700
sub-11416,1,RF1,106526,108014,98.6200
sub-11416,1,RF1,105908,108014,98.0500
sub-11426,1,RF1,103162,108014,95.5000
sub-11426,1,RF1,102611,108014,94.9900
sub-11430,1,RF1,102886,108014,95.2500
sub-11430,1,RF1,102624,108014,95.0000
sub-11432,1,RF1,102632,108014,95.0100
sub-11432,1,RF1,102523,108014,94.9100
sub-11433,1,RF1,103754,108014,96.0500
sub-11433,1,RF1,104259,108014,96.5200
sub-11435,1,RF1,102932,108014,95.2900
sub-11435,1,RF1,102886,108014,95.2500
sub-11439,1,RF1,102446,108014,94.8400
sub-11439,1,RF1,102607,108014,94.9900
sub-11440,1,RF1,101383,108014,93.8600
sub-11440,1,RF1,101420,108014,93.8900
sub-11450,1,RF1,102902,108014,95.2600
sub-11450,1,RF1,103425,108014,95.7500
sub-11451,1,RF1,108760,108014,100.6900
sub-11451,1,RF1,108645,108014,100.5800
sub-11461,1,RF1,106506,108014,98.6000
sub-11462,1,RF1,107388,108014,99.4200
sub-11462,1,RF1,107208,108014,99.2500
sub-11472,1,RF1,102335,108014,94.7400
sub-11472,1,RF1,101997,108014,94.4200
sub-11492,1,RF1,103633,108014,95.9400
sub-11492,1,RF1,104040,108014,96.3200
sub-11493,1,RF1,105794,108014,97.9400
sub-11493,1,RF1,104400,108014,96.6500
sub-11498,1,RF1,103619,108014,95.9300
sub-11498,1,RF1,104133,108014,96.4000
sub-11517,1,RF1,103777,108014,96.0700
sub-11517,1,RF1,103440,108014,95.7600
sub-11518,1,RF1,101550,108014,94.0100
sub-11518,1,RF1,101302,108014,93.7800
sub-11523,1,RF1,103450,108014,95.7700
sub-11523,1,RF1,103564,108014,95.8800
sub-11526,1,RF1,103262,108014,95.6000
sub-11526,1,RF1,103328,108014,95.6600
sub-11527,1,RF1,103556,108014,95.8700
sub-11527,1,RF1,103822,108014,96.1100
sub-11529,1,RF1,105280,108014,97.4600
sub-11529,1,RF1,105169,108014,97.3600
sub-11530,1,RF1,103626,108014,95.9300
sub-11530,1,RF1,103652,108014,95.9600
sub-11532,1,RF1,103765,108014,96.0600
sub-11532,1,RF1,103747,108014,96.0400
sub-11533,1,RF1,104988,108014,97.1900
sub-11533,1,RF1,105107,108014,97.3000
sub-11534,1,RF1,102377,108014,94.7800
sub-11534,1,RF1,102740,108014,95.1100
sub-11535,1,RF1,103867,108014,96.1600
sub-11535,1,RF1,104252,108014,96.5100
sub-11536,1,RF1,101108,108014,93.6000
sub-11536,1,RF1,101106,108014,93.6000
sub-11539,1,RF1,103692,108014,95.9900
sub-11539,1,RF1,103796,108014,96.0900
sub-11540,1,RF1,106373,108014,98.4800
sub-11540,1,RF1,106591,108014,98.6800
sub-11542,1,RF1,105947,108014,98.0800
sub-11542,1,RF1,106187,108014,98.3000
sub-11545,1,RF1,102783,108014,95.1500
sub-11545,1,RF1,102670,108014,95.0500
sub-11551,1,RF1,107351,108014,99.3800
sub-11551,1,RF1,107160,108014,99.2000
sub-11559,1,RF1,102909,108014,95.2700
sub-11559,1,RF1,102964,108014,95.3200
sub-11560,1,RF1,99101,108014,91.7400
sub-11560,1,RF1,101358,108014,93.8300
sub-11563,1,RF1,104627,108014,96.8600
sub-11563,1,RF1,104740,108014,96.9600
sub-11565,1,RF1,100656,108014,93.1800
sub-11565,1,RF1,100925,108014,93.4300
sub-11570,1,RF1,103246,108014,95.5800
sub-11570,1,RF1,102582,108014,94.9700
sub-11572,1,RF1,104133,108014,96.4000
sub-11572,1,RF1,104771,108014,96.9900
sub-11579,1,RF1,108314,108014,100.2700
sub-11579,1,RF1,108300,108014,100.2600
sub-11586,1,RF1,104851,108014,97.0700
sub-11586,1,RF1,104609,108014,96.8400
sub-11587,1,RF1,104046,108014,96.3200
sub-11587,1,RF1,103888,108014,96.1800
sub-11588,1,RF1,105432,108014,97.6000
sub-11588,1,RF1,105972,108014,98.1000
sub-11591,1,RF1,106119,108014,98.2400
sub-11591,1,RF1,105853,108014,97.9900
sub-11597,1,RF1,101982,108014,94.4100
sub-11597,1,RF1,103534,108014,95.8500
sub-11598,1,RF1,103204,108014,95.5400
sub-11598,1,RF1,103722,108014,96.0200
sub-11599,1,RF1,104375,108014,96.6300
sub-11599,1,RF1,104905,108014,97.1200
sub-11600,1,RF1,94724,108014,87.6900
sub-11600,1,RF1,96087,108014,88.9500
sub-11606,1,RF1,104782,108014,97.0000
sub-11606,1,RF1,104333,108014,96.5900
sub-11614,1,RF1,102493,108014,94.8800
sub-11614,1,RF1,102777,108014,95.1500
sub-11622,1,RF1,100766,108014,93.2800
sub-11622,1,RF1,100871,108014,93.3800
sub-11623,1,RF1,104455,108014,96.7000
sub-11623,1,RF1,104125,108014,96.3900
sub-11625,1,RF1,107579,108014,99.5900
sub-11625,1,RF1,107293,108014,99.3300
sub-11626,1,RF1,103082,108014,95.4300
sub-11626,1,RF1,103708,108014,96.0100
sub-11628,1,RF1,104145,108014,96.4100
sub-11628,1,RF1,104119,108014,96.3900
sub-11631,1,RF1,104117,108014,96.3900
sub-11631,1,RF1,104371,108014,96.6200
sub-11651,1,RF1,106885,108014,98.9500
sub-11651,1,RF1,106577,108014,98.6600
sub-11660,1,RF1,107982,108014,99.9700
sub-11660,1,RF1,107485,108014,99.5100
sub-11670,1,RF1,102676,108014,95.0500
sub-11670,1,RF1,103598,108014,95.9100
sub-11674,1,RF1,101598,108014,94.0600
sub-11674,1,RF1,101574,108014,94.0300
sub-11679,1,RF1,104506,108014,96.7500
sub-11679,1,RF1,105472,108014,97.6400
sub-11681,1,RF1,107419,108014,99.4400
sub-11681,1,RF1,107207,108014,99.2500
sub-11692,1,RF1,106515,108014,98.6100
sub-11692,1,RF1,107088,108014,99.1400
sub-11694,1,RF1,106647,108014,98.7300
sub-11694,1,RF1,106137,108014,98.2600
sub-11701,1,RF1,107601,108014,99.6100
sub-11701,1,RF1,107494,108014,99.5100
sub-11703,1,RF1,106030,108014,98.1600
sub-11703,1,RF1,106399,108014,98.5000
sub-11705,1,RF1,104316,108014,96.5700
sub-11705,1,RF1,104015,108014,96.2900
sub-11709,1,RF1,103217,108014,95.5500
sub-11709,1,RF1,103532,108014,95.8500
sub-11710,1,RF1,102307,108014,94.7100
sub-11710,1,RF1,102402,108014,94.8000
sub-11714,1,RF1,104795,108014,97.0100
sub-11714,1,RF1,104716,108014,96.9400
sub-11719,1,RF1,102464,108014,94.8600
sub-11719,1,RF1,102722,108014,95.1000
sub-11720,1,RF1,103658,108014,95.9600
sub-11720,1,RF1,104441,108014,96.6900
sub-11722,1,RF1,110333,108014,102.1400
sub-11722,1,RF1,110024,108014,101.8600
sub-11723,1,RF1,106988,108014,99.0500
sub-11723,1,RF1,107094,108014,99.1400
sub-11736,1,RF1,106466,108014,98.5600
sub-11736,1,RF1,106491,108014,98.5800
sub-11744,1,RF1,105499,108014,97.6700
sub-11744,1,RF1,105528,108014,97.6900
sub-11746,1,RF1,107692,108014,99.7000
sub-11746,1,RF1,107572,108014,99.5900
sub-11748,1,RF1,102819,108014,95.1900
sub-11748,1,RF1,102950,108014,95.3100
sub-11753,1,RF1,103333,108014,95.6600
sub-11756,1,RF1,105807,108014,97.9500
sub-11756,1,RF1,105632,108014,97.7900
sub-11764,1,RF1,102206,108014,94.6200
sub-11764,1,RF1,102324,108014,94.7300
sub-11772,1,RF1,105310,108014,97.4900
sub-11772,1,RF1,105394,108014,97.5700
sub-11773,1,RF1,104067,108014,96.3400
sub-11773,1,RF1,104494,108014,96.7400
sub-11774,1,RF1,104235,108014,96.5000
sub-11774,1,RF1,103744,108014,96.0400
sub-11784,1,RF1,107699,108014,99.7000
sub-11784,1,RF1,107452,108014,99.4700
sub-11787,1,RF1,104039,108014,96.3100
sub-11787,1,RF1,104231,108014,96.4900
sub-11788,1,RF1,102508,108014,94.9000
sub-11788,1,RF1,102400,108014,94.8000
sub-11789,1,RF1,103991,108014,96.2700
sub-11789,1,RF1,104063,108014,96.3400
sub-11790,1,RF1,104380,108014,96.6300
sub-11790,1,RF1,104316,108014,96.5700
sub-11793,1,RF1,103764,108014,96.0600
sub-11793,1,RF1,103680,108014,95.9800
sub-11795,1,RF1,103959,108014,96.2400
sub-11795,1,RF1,104265,108014,96.5200
sub-11815,1,RF1,104590,108014,96.8300
sub-11815,1,RF1,105133,108014,97.3300
sub-11822,1,RF1,103484,108014,95.8000
sub-11822,1,RF1,103186,108014,95.5300
sub-11823,1,RF1,105752,108014,97.9000
sub-11823,1,RF1,105959,108014,98.0900
sub-11824,1,RF1,104637,108014,96.8700
sub-11824,1,RF1,104773,108014,96.9900
sub-11828,1,RF1,102986,108014,95.3400
sub-11828,1,RF1,103205,108014,95.5400
sub-11829,1,RF1,104715,108014,96.9400
sub-11829,1,RF1,104387,108014,96.6400
sub-11836,1,RF1,102100,108014,94.5200
sub-11836,1,RF1,101597,108014,94.0500
sub-11840,1,RF1,105418,108014,97.5900
sub-11840,1,RF1,105209,108014,97.4000
sub-11847,1,RF1,102428,108014,94.8200
sub-11847,1,RF1,102314,108014,94.7200
sub-11853,1,RF1,103473,108014,95.7900
sub-11853,1,RF1,103408,108014,95.7300
sub-11854,1,RF1,105833,108014,97.9800
sub-11854,1,RF1,105470,108014,97.6400
sub-11861,1,RF1,103742,108014,96.0400
sub-11861,1,RF1,103558,108014,95.8700
sub-11866,1,RF1,106255,108014,98.3700
sub-11866,1,RF1,106745,108014,98.8200
sub-11867,1,RF1,102575,108014,94.9600
sub-11867,1,RF1,103043,108014,95.3900
sub-11870,1,RF1,102059,108014,94.4800
sub-11870,1,RF1,102239,108014,94.6500
sub-11872,1,RF1,103406,108014,95.7300
sub-11872,1,RF1,103597,108014,95.9100
sub-11876,1,RF1,103375,108014,95.7000
sub-11876,1,RF1,103288,108014,95.6200
sub-11877,1,RF1,102522,108014,94.9100
sub-11877,1,RF1,103106,108014,95.4500
sub-11881,1,RF1,99678,108014,92.2800
sub-11881,1,RF1,99630,108014,92.2300
sub-11885,1,RF1,104770,108014,96.9900
sub-11885,1,RF1,104673,108014,96.9000
sub-11891,1,RF1,15472,108014,14.3200
sub-11891,1,RF1,79785,108014,73.8600
sub-11897,1,RF1,104769,108014,96.9900
sub-11897,1,RF1,105132,108014,97.3300
sub-11900,1,RF1,104164,108014,96.4300
sub-11900,1,RF1,103942,108014,96.2300
sub-11902,1,RF1,103411,108014,95.7300
sub-11902,1,RF1,103236,108014,95.5700
sub-11920,1,RF1,84679,108014,78.3900
sub-11920,1,RF1,85027,108014,78.7100
